,id,text,author
11593,id27358,confused me in no little degre,EAP
11594,id24567,it entered the lungs and in a few days killed him,EAP
11595,id07593,was that was that was that rouge,EAP
11596,id02450,under the influence of these melancholy thoughts she became more than ever in love with sorow,MWS
11597,id26355,but not many flags floated over the stret for therein brooded only fear and hatred and ignorance,HPL
11598,id24577,but i was in reality very il and surely nothing but the unbounded and unremitting attentions of my friend could have restored me to life,MWS
11599,id08528,once when thirteen years of age i was sent for a month to the county jail,MWS
11600,id01053,the opinion of bob the devil who kept dark about his having x ed the paragrab did not meet with so much attention as i think it deserved although it was very openly and very fearlessly expresed,EAP
11601,id12712,it might have been done under the act for the prevention of cruelty to animals,EAP
11602,id25507,mought ventur out letle way pon de limb by myself dats true by yourself what do you mean why i mean de bug,EAP
11603,id02901,this complexion the hitch in the bandage and the sailors knot with which the bonnet ribbon is tied point to a seaman,EAP
11604,id11739,by the fourth evening i attained the base of the mound which turned out to be much higher than it had appeared from a distance an intervening valley setting it out in sharper relief from the general surface,HPL
11605,id13706,that mrs lackobreath should admire anything so dissimilar to myself was a natural and necessary evil,EAP
11606,id16365,as our distance from the wreck rapidly increased the madman for as such only could we regard him was seen to emerge from the companion way up which by dint of strength that appeared gigantic he draged bodily the oblong box,EAP
11607,id00063,pest spirits plague goblins and fever demons were the popular imps of mischief and tales so blood chilling were hourly told that the whole mass of forbidden buildings was at length enveloped in terror as in a shroud and the plunderer himself was often scared away by the horrors his own depreciations had created leaving the entire vast circuit of prohibited district to glom silence pestilence and death,EAP
11608,id25610,this latter i felt not saw,EAP
11609,id26319,maelzel having now rolled the machine around lifted up the drapery of the turk opened the doors in his back and thigh and shown his trunk to be full of machinery brings the whole back into its original position and closes the dors,EAP
11610,id03756,i mean the man who took himself for a bottle of champagne and always went off with a pop and a fiz in this fashion,EAP
11611,id07958,in the brief existence of elison i fancy that i have seen refuted the dogma that in mans physical and spiritual nature lies some hidden principle the antagonist of blis,EAP
11612,id25183,and the dress had trimmings of green agrafas and seven graceful flounces of the orange colored auricula,EAP
11613,id07703,there was something there and now i cant use the subway or and you may as well have your laugh at this too go down into cellars any more,HPL
11614,id14310,nor is it to be thought ran the text as armitage mentally translated it that man is either the oldest or the last of earths masters or that the common bulk of life and substance walks alone,HPL
11615,id03332,this opinion in its general form was that of the sentience of all vegetable things,EAP
11616,id16644,stay a moment i see a vast hubbub in the hipodrome what is the meaning of it i beseech you that oh nothing the noble and free citizens of epidaphne being as they declare well satisfied of the faith valor wisdom and divinity of their king and having moreover been eye witnesses of his late superhuman agility do think it no more than their duty to invest his brows in addition to the poetic crown with the wreath of victory in the footrace a wreath which it is evident he must obtain at the celebration of the next olympiad and which therefore they now give him in advance,EAP
11617,id03825,i find myself for one as a stringed instrument with chords and stops but i have no power to turn the pegs or pitch my thoughts to a higher or lower key,MWS
11618,id05328,and herein lies realy the assumption of which i complain,EAP
11619,id00806,for this they assign the very good reason that they do not believe there is anything at all on the other side,EAP
11620,id11923,but perhaps you do not comprehend me,EAP
11621,id21936,i met him at the distance of thirty miles from our mansion,MWS
11622,id06469,what is made to adjust itself must of necessity require foreign adjustment but rarely,EAP
11623,id07235,so a body of twenty police filling two carriages and an automobile had set out in the late afternoon with the shivering squatter as a guide,HPL
11624,id23468,i was by this time his active and enthralled asistant and helped him make all his decisions not only concerning the source of bodies but concerning a suitable place for our loathsome work,HPL
11625,id12647,the more he withdrew from the world about him the more wonderful became his dreams and it would have been quite futile to try to describe them on paper,HPL
11626,id19237,they attired me for the coffin three or four dark figures which flitted busily to and fro,EAP
11627,id14885,henry rejoiced in my gaiety and sincerely sympathised in my felings he exerted himself to amuse me while he expressed the sensations that filled his soul,MWS
11628,id06666,in the mean time we the wise of the land will return to our castle and cincinnatus like take to our usual labours until our friend shal require our presence and assistance here,MWS
11629,id08314,the dark blocks of granite the door so curiously ajar and the funereal carvings above the arch aroused in me no associations of mournful or terrible character,HPL
11630,id17719,such sentiments actuated our little circle,MWS
11631,id12186,bless thy child even even sic in death as i bless the and let me sleep at peace in my quiet grave,MWS
11632,id26328,i was up ta his haouse onct on the hil tradin hoses when i see this bok,HPL
11633,id22776,the government men never found poor zadok and have no conjectures to make as to what became of him,HPL
11634,id06767,then there is the tone elevated difusive and interjectional,EAP
11635,id25527,then in spite of my daze of fright and disgust my morbid curiosity triumphed and as the last of the monstrosities oozed up alone from that nether world of unknown nightmare i drew my automatic pistol and shot it under cover of the thunder,HPL
11636,id15596,so liberal inded was the discipline of our captors that five days after we were taken i managed to escape alone in a small boat with water and provisions for a good length of time,HPL
11637,id21742,let me entreat adrian i cried not to comply rather join with me in endeavouring to withdraw lord raymond from this scene and restore him to other society,MWS
11638,id04500,chapter ix thus i passed two years,MWS
11639,id19961,she seemed to crystallise at a point closer to the ceiling than to the flor and every night she was a little nearer and more distinct before the dream shifted,HPL
11640,id20968,i love my cousin tenderly and sincerely,MWS
11641,id17122,several faces i recognised though i should have known them better had they been shrivelled or eaten away by death and decomposition,HPL
11642,id03003,plague is the companion of spring of sunshine and plenty,MWS
11643,id16306,that the public were misled even for an instant merely proves the gross ignorance which is so generally prevalent upon subjects of an astronomical nature,EAP
11644,id03493,i sat on the sole remaining step of an edifice which even in its downfal was huge and magnificent a few broken wals not dislodged by gunpowder stood in fantastic groupes and a flame glimmered at intervals on the summit of the pile,MWS
11645,id20663,toward the end of march he began to pick up in his mathematics though other studies bothered him increasingly,HPL
11646,id04279,it was the shrieking fulfilment of all the horror which that corpse city had ever stirred in my soul and forgetting every injunction to silence i screamed and screamed and screamed as my nerves gave way and the walls quivered about me,HPL
11647,id26403,talk not of other season than this he cried,MWS
11648,id09638,by this time it began to grow dark and i directed my steps toward home,EAP
11649,id13742,ring de pel he replied attempting a grin with his little vilanous mouth,EAP
11650,id05940,i breathed the free air of heaven,EAP
11651,id25494,but when any whole nation becomes the victim of the destructive powers of exterior agents then indeed man shrinks into insignificance he feels his tenure of life insecure his inheritance on earth cut of,MWS
11652,id19543,lower than her expectations,EAP
11653,id14920,as for the angel he evinced his sense of my assault by giving me two or three hard consecutive raps upon the forehead as before,EAP
11654,id09296,they are grown stern and where once they suffered men to displace them they now forbid men to come or coming to depart,HPL
11655,id00748,and what means are ours of attaining the truth,EAP
11656,id19495,i may state the system then in general terms as one in which the patients were menages humored,EAP
11657,id04458,i thought upon other subjects than death,EAP
11658,id09419,from such scenes i have sometimes saved a deserted infant sometimes led a young and grieving mother from the lifeless image of her first born or drawn the sturdy labourer from childish weeping over his extinct family,MWS
11659,id19296,believe me he was destined to be the author of infinite good to his native england,MWS
11660,id27953,i had before regarded my promise with a gloomy despair as a thing that with whatever consequences must be fulfiled but i now felt as if a film had been taken from before my eyes and that i for the first time saw clearly,MWS
11661,id05648,this is the last rational act i ever performed,HPL
11662,id02356,it moved every feeling of wonder and awe that the picture of an omnipotent god warring with his creatures was capable of exciting,MWS
11663,id01010,never mind the sky but attend to what i say,EAP
11664,id02229,it is well known to most of my fellow citizens that for the period of forty years i continued to occupy the little square brick building at the head of the alley called sauerkraut in which i resided at the time of my disapearance,EAP
11665,id11601,i feared madnes not sickness i have a presentiment that adrian will not die perhaps this illness is a crisis and he may recover,MWS
11666,id23477,he handed me the volume and asked me to look over some portion of it,EAP
11667,id09689,inside the hall were music laughter and wine on every hand,HPL
11668,id11475,what shal we first seek here,EAP
11669,id25167,with a shriek i bounded to the table and grasped the box that lay upon it,EAP
11670,id23514,her expressive eyes were two stars whose beams were love hope and light heartednes sat on her cloudless brow,MWS
11671,id20626,when he found me a vagabond shepherd of the hils a poacher an unlettered savage still his kindness did not fail,MWS
11672,id11333,i had been living in many poor places always evicted for want of money until at last i came upon that tottering house in the rue dauseil kept by the paralytic blandot,HPL
11673,id07452,as he copied the formula he finally chose dr armitage looked involuntarily over his shoulder at the open pages the left hand one of which in the latin version contained such monstrous threats to the peace and sanity of the world,HPL
11674,id25017,upon landing in salem zerubabel set it up in his cupboard beside the chimney he having built a modest house near the town pump,HPL
11675,id09684,i showed him the insect and he begged me to let him take it to the fort,EAP
11676,id17114,sawyer as clumsy as most non users of optical devices are fumbled a while but eventually focussed the lenses with armitages aid,HPL
11677,id02257,in my mind i would often picture the unknown land of cathuria with its splendid groves and palaces and would wonder what new delights there awaited me,HPL
11678,id03195,the turkish army were at this time besieging rodosto and the greks hastening their preparations and sending each day reinforcements were on the eve of forcing the enemy to batle,MWS
11679,id07065,she gazed on some flowers that stood near in a carved vase that morning she had arranged them they were rare and lovely plants even now all aghast as she was she observed their brilliant colours and starry shapes,MWS
11680,id12449,some chicken leered a drunken man as he viewed the beautiful face but those who were sober did not ler looking with respect and abashment at the delicate and spiritual features,HPL
11681,id04772,from a fourth which i recollect was also the work of a blind man i selected a page or two all about hail and holy light and although a blind man has no business to write about light still the verses were sufficiently good in their way,EAP
11682,id03298,but let us change the subject,MWS
11683,id13595,meantime the excitement increased hourly,EAP
11684,id25953,but i will not be tempted to set myself in opposition to the,MWS
11685,id20321,write you can get them that way at tortonis write if you please here is a nice little latin phrase and rare to one cant be too recherche or brief in ones latin its getting so common ignoratio elenchi,EAP
11686,id00447,for example no very long while ago a singular circumstance occurred in this very house,EAP
11687,id03182,imediately he bolted out behind and turning down an aley was out of sight in the twinkling of an eye,EAP
11688,id27378,they did not arouse me from my slumber for i was wide awake when i screamed but they restored me to the full possession of my memory,EAP
11689,id24069,raymonds beloved athenians the fre the noble people of the divinest town in grece fell like ripe corn before the merciless sickle of the adversary,MWS
11690,id19527,but now what treasure does the world hold what threat of vengeance could it hold out which would have power to urge the return of that lonely murderer over that toilsome and perilous path to the thicket and its blood chilling recolections,EAP
11691,id01660,next there came to me the impression of light amidst the darkness of dead bateries and i seemed to see a sort of phosphorescent glow in the water through the porthole which opened toward the temple,HPL
11692,id25180,we had as in my own former explorations left the door to the street unlocked so that a direct and practical path of escape might lie open in case of manifestations beyond our power to deal with,HPL
11693,id24888,i asented adding that i had not yet concluded my third lustrum,EAP
11694,id21135,and now while i write a recollection flashes upon me that i have never known the paternal name of her who was my friend and my betrothed and who became the partner of my studies and finally the wife of my bosom,EAP
11695,id11490,that same invincible monster which hovered over and devoured constantinople that fiend more cruel than tempest less tame than fire is alas unchained in that beautiful country these reflections would not allow me to rest,MWS
11696,id06672,the stream took a thousand turns so that at no moment could its gleaming surface be seen for a greater distance than a furlong,EAP
11697,id03051,of course one cant be sure but we can always take a chance,HPL
11698,id12862,all my perceptions were purely sensual,EAP
11699,id18678,she began to count the long days and months and years which must elapse before he would be restored to a private station and unreservedly to her,MWS
11700,id16353,ugly roots and malignant hanging nooses of spanish moss beset them and now and then a pile of dank stones or fragment of a rotting wall intensified by its hint of morbid habitation a depression which every malformed tree and every fungous islet combined to create,HPL
11701,id15462,i inquired of the inhabitants concerning the fiend and gained accurate information,MWS
11702,id22335,that he really knew nothing of the hidden cult save from what my uncles relentless catechism had let fal he soon made clear and again i strove to think of some way in which he could possibly have received the weird impresions,HPL
11703,id25299,there was just a chance that the townsfolk would not think of that since its brier choked desertion made it half impasable and the unlikeliest of all avenues for a fugitive to chose,HPL
11704,id11823,she had been moved from the posture in which i had first beheld her and now as she lay her head upon her arm and a handkerchief thrown across her face and neck i might have supposed her aslep,MWS
11705,id06270,the description of the digits said i as i made an end of reading is in exact accordance with this drawing,EAP
11706,id17491,by the by prat kate has us completely,EAP
11707,id25419,he turned on hearing a noise and perceiving me shrieked loudly and quitting the hut ran across the fields with a speed of which his debilitated form hardly appeared capable,MWS
11708,id16329,as at the conclusion of the eighteenth century the english unlocked their hospitable store for the relief of those driven from their homes by political revolution so now they were not backward in affording aid to the victims of a more wide spreading calamity,MWS
11709,id08677,on the same evening he went alone to the house named to him,MWS
11710,id00336,i felt as if i were recreated and had about me all the freshness and life of a new being i was as it were transported since his arrival from a narrow spot of earth into a universe boundless to the imagination and the understanding,MWS
11711,id15040,in this house i chanced to find a volume of the works of cornelius agripa,MWS
11712,id05498,ive got a place that i dont believe three living nordic men besides myself have ever sen,HPL
11713,id10189,and out into the limitless aether reeled that fabulous train the noise of whose shouting was lost in the echoes of thunder,HPL
11714,id00117,oh quite a hero perfect desperado no hearts mr tatle,EAP
11715,id23711,i reached out my hand and it fell heavily upon something damp and hard,EAP
11716,id23149,he was an uncouth man but deeply imbued in the secrets of his science,MWS
11717,id08850,now if in place of the unknown characters we leave blank spaces or substitute dots we read thus the tree thrh the when the word through makes itself evident at once,EAP
11718,id10156,i seem to have suffered a great shock perhaps from some utterly monstrous outgrowth of my cycles of unique incredible experience,HPL
11719,id09590,like them he has a watch but he carries his watch in his pocket,EAP
11720,id21744,but the bearded man said to me beware of those perilous seas wherein men say cathuria lies,HPL
11721,id08400,something more was in his heart to which he dared not give words,MWS
11722,id21651,you may conceive my astonishment on hearing such a question addressed to me from a man on the brink of destruction and to whom i should have supposed that my vessel would have been a resource which he would not have exchanged for the most precious wealth the earth can aford,MWS
11723,id20763,a few more thoughts were exchanged and i knew that the luminous one and i were being recalled to bondage though for my brother of light it would be the last time,HPL
11724,id07651,two centuries ago when talk of witch blod satan worship and strange forest presences was not laughed at it was the custom to give reasons for avoiding the locality,HPL
11725,id19968,once i desired to be a king,MWS
11726,id21420,i shal quit your vessel on the ice raft which brought me thither and shal seek the most northern extremity of the globe i shal collect my funeral pile and consume to ashes this miserable frame that its remains may afford no light to any curious and unhallowed wretch who would create such another as i have ben,MWS
11727,id11020,one could not be sure that the sea and the ground were horizontal hence the relative position of everything else seemed phantasmaly variable,HPL
11728,id09503,knowing that the thing could surely overtake the alert until steam was fully up he resolved on a desperate chance and setting the engine for full sped ran lightning like on deck and reversed the whel,HPL
11729,id22313,i determined to depart yet live to leave the world yet continue to exist in short to drop enigmas i resolved let what would ensue to force a pasage if i could to the mon,EAP
11730,id17211,some unknown attraction was pulling his eyes in a seemingly irrelevant direction for he could not help staring at a certain vacant spot on the flor,HPL
11731,id23455,there were some foils upon a table some points also,EAP
11732,id09936,this wall is of one continuous rock and has been formed by cutting perpendicularly the once rugged precipice of the streams southern bank but no trace of the labor has been suffered to remain,EAP
11733,id05646,chapter x it was six months after this miserable conclusion to his long nursed hopes that i first saw him,MWS
11734,id25805,countrymen near jermyn house had perhaps heard wilder tales handed down from ancestors who had listened to sir wade around the tables of the knights head,HPL
11735,id01614,the battle was sanguinary the loss of the turks apparently ireparable the greks in losing one man forgot the nameless crowd strewed upon the bloody field and they ceased to value themselves on a victory which cost them raymond,MWS
11736,id22483,he then asked me sudenly if i had observed any thing peculiar at the scene of the atrocity,EAP
11737,id26832,but though i have had listeners sometimes they have ever been few and i know that welcome shal await me only in aira the city of marble and beryl where my father once ruled as king,HPL
11738,id03665,he transacted public business with distaste and hastened from it to the solitude which was at once his bane and relief,MWS
11739,id25132,it was not a pleasant slep and for a second i was not sorry for the echoing shriek which clove through the barriers of dream and flung me to a sharp and startled awakeness in which every actual object before my eyes stood out with more than natural clearness and reality,HPL
11740,id25416,who loved him as he did her notwithstanding that disappointment quelled her pasion and ambition held strong combat with his,MWS
11741,id18351,mesrs rici and silva were experienced in the art of making unwilling persons voluble and the screams of a weak and exceptionally venerable man can be easily mufled,HPL
11742,id12950,it was distinctly proved that no apathy such as was imagined existed that the old lady was exceedingly feble and so agitated as to be unable to attend to any duty that st eustache so far from receiving the news coly was distracted with grief and bore himself so franticaly that m beauvais prevailed upon a friend and relative to take charge of him and prevent his attending the examination at the disinterment,EAP
11743,id01687,the excitement which had hitherto sustained me was lost as a building whose props are losened and whose foundations rock totters and fals so when enthusiasm and hope deserted me did my strength fail,MWS
11744,id17866,he returned unharmed married in  and became a father on that memorable night of september   when a great gale drove the waters of the bay over half the town and floated a tall sloop well up westminster street so that its masts almost tapped the harris windows in symbolic affirmation that the new boy welcome was a seamans son,HPL
11745,id20325,the chanted ritual was not the secret that was never spoken aloud only whispered,HPL
11746,id21500,the man did not speak and bore no trace of expression on his smal regular features,HPL
11747,id20881,it was foreign talk he thought but he said the bad thing about it was the kind of voice that sometimes spoke,HPL
11748,id27951,we can only account for its absence by supposing the murderer to have neglected the precaution of supplying himself with it before pushing of,EAP
11749,id02565,der teufel groaned they dirten dirten mein got it is dirten oclock why attempt to describe the terrible scene which ensued,EAP
11750,id17085,i bade the minister good morning and took my departure at once leaving a gold snuff box upon the table,EAP
11751,id06418,every thought that was devoted to it was an extreme anguish and every word that i spoke in allusion to it caused my lips to quiver and my heart to palpitate,MWS
11752,id17776,i hardly know whether i shal have the power to detail it yet the tale which i have recorded would be incomplete without this final and wonderful catastrophe,MWS
11753,id25026,my life was spent among tangible realities hers was a dream,MWS
11754,id05378,i say amused and scarcely know how to explain myself,EAP
11755,id20739,the winding up is inessential to the operations of the automaton and is performed with the design of exciting in the spectators the false idea of mechanism ,EAP
11756,id21683,captain prat you must come and spend the evening with us to morrow you and smitherton you can tell us all about your voyage and wel have a game of whist and  prat,EAP
11757,id23508,west was experimenting madly to find something which would start mans vital motions anew after they had been stopped by the thing we call death but had encountered the most ghastly obstacles,HPL
11758,id07319,the old lady and her daughter seemed on good terms very affectionate towards each other,EAP
11759,id26209,our couches were side by side and we knew in a few seconds that we were in st marys hospital,HPL
11760,id11568,two oclock struck after which none were admited those who had been disappointed went sullenly or sorrowfully away while i entered the audience chamber,MWS
11761,id27460,once adopting the more charitable interpretation we shal find no difficulty in comprehending the rose in the key hole the marie upon the slate the elbowing the male relatives out of the way the aversion to permitting them to see the body the caution given to madame b  that she must hold no conversation with the gendarme until his return beauvais and lastly his apparent determination that nobody should have anything to do with the proceedings except himself,EAP
11762,id05235,he loved me with a guilty pasion and stung by remorse and despair he killed himself,MWS
11763,id00666,you may easily believe said he how great was the difficulty to persuade my father that all necessary knowledge was not comprised in the noble art of book keping and inded i believe i left him incredulous to the last for his constant answer to my unwearied entreaties was the same as that of the dutch schoolmaster in the vicar of wakefield i have ten thousand florins a year without grek i eat heartily without grek,MWS
11764,id23311,could any thing but unmixed joy flow from such a union,MWS
11765,id19550,should there be nothing wrong here however we will dismiss st eustache from our investigations,EAP
11766,id19668,i buried him the next midnight in one of our neglected gardens and mumbled over his body one of the devilish rituals he had loved in life,HPL
11767,id01460,i am not like one of these they influenced milions but if i can influence but a hundred but ten but one solitary individual so as in any way to lead him from ill to god that will be a joy to repay me for all my suferings though they were a million times multiplied and that hope will support me to bear them,MWS
11768,id05105,alexander was a king solomon the wisest of men was a king napoleon was a king caesar died in his attempt to become one and cromwel the puritan and king kiler aspired to regality,MWS
11769,id18231,at the same time my forehead seemed bathed in a clammy vapor and the peculiar smell of decayed fungus arose to my nostrils,EAP
11770,id22988,another moment brought to view a frightened group of more than a dozen men runing shouting and even whimpering hystericaly,HPL
11771,id08579,b for some years past has been subject to neuralgia which has often threatened to terminate fataly but this can be regarded only as the mediate cause of his decease,EAP
11772,id26342,are these green tombs theirs,EAP
11773,id27369,she writes under her maiden name of eleanor wing,HPL
11774,id01949,all fum fudge was in an uproar,EAP
11775,id23650,the change in the quality of the daylight increased and the crowd gazed about the horizon in wonder,HPL
11776,id19758,i could offer no explanation of them but their truth in part relieved the burden of my mysterious woe,MWS
11777,id04393,it appeared to me not greatly dissimilar to the extreme quiescence of him who having slumbered long and profoundly lying motionless and fully prostrate in a midsummer non begins to steal slowly back into consciousnes through the mere sufficiency of his slep and without being awakened by external disturbances,EAP
11778,id02366,what wonder then in time of siege want extreme heat and drought that it should make unaccustomed ravages,MWS
11779,id10001,of my own thoughts it is folly to speak,EAP
11780,id05704,the error is obvious,EAP
11781,id25783,a frightful selfishness hurried me on while my heart was poisoned with remorse,MWS
11782,id08578,with faltering accents clara promised while she still clung to her father in a transport of sorow,MWS
11783,id14427,but come this splenetic fit is already pased resume your functions your partizans will hail you your enemies be silenced our love honour and duty will again be manifested towards you,MWS
11784,id12307,im not a three year old kid and id seen much like this before,HPL
11785,id06854,i could never while with him think of his bounty as a remedy to my poverty and i even put aside hastily his offers of suplies assuring him of a falsehod that i needed them not,MWS
11786,id09253,klenze and i usually slept at different times and it was during my slep about am july  that the general mutiny broke lose,HPL
11787,id23109,now write ausi tendre que zaire as tender as zaire french,EAP
11788,id15475,on the night of which i speak we had a splendid new specimen a man at once physically powerful and of such high mentality that a sensitive nervous system was asured,HPL
11789,id13997,felix was too delicate to accept this ofer yet he looked forward to the probability of the event as to the consummation of his hapines,MWS
11790,id18600,then i heard a clock from some remote landing below strike the hour of two and i knew i was awake,HPL
11791,id19310,wests last quarters were in a venerable house of much elegance overlooking one of the oldest burying grounds in boston,HPL
11792,id27381,when i was about five years old while making an excursion beyond the frontiers of italy they passed a week on the shores of the lake of como,MWS
11793,id20291,my uncle breathed heavily his deep inhalations and exhalations accompanied by the rain outside and punctuated by another nerve racking sound of distant dripping water within for the house was repulsively damp even in dry weather and in this storm positively swamp like,HPL
11794,id02372,kepler admitted that his three laws were guessed at these three laws of all laws which led the great inglitch mathematician to his principle the basis of all physical principle to go behind which we must enter the kingdom of metaphysics,EAP
11795,id00834,he pointed out to me the shifting colours of the landscape and the appearances of the sky,MWS
11796,id19169,and thus it was that although the spirit of friendship soothed me for a while it could not restore me,MWS
11797,id00141,the head was very slightly elevated,EAP
11798,id23864,it was almost a clif closed to all vehicles consisting in several places of flights of steps and ending at the top in a lofty ivied wal,HPL
11799,id02894,i had not despaired nor had i yet conceived the idea of returning if set fre,MWS
11800,id15498,in my donations i was careful not to overshoot the mark for i did not wish zadoks vinous garrulousness to pass into a stupor,HPL
11801,id23190,i would go to the fountain head,EAP
11802,id21569,each animal if you will take the pains to observe is folowing very quietly in the wake of its master,EAP
11803,id27738,his greatest disciples were one neuclid and one cant,EAP
11804,id04160,i wish to prepare you for the woeful news but i know it is imposible even now your eye skims over the page to seek the words which are to convey to you the horrible tidings,MWS
11805,id21609,we dug very steadily for two hours,EAP
11806,id12119,this hour melancholy yet swet has always seemed to me the time when we are most naturally led to commune with higher powers our mortal sternness departs and gentle complacency invests the soul,MWS
11807,id25606,they say that i spoke with a distinct enunciation but with marked emphasis and passionate hury as if in dread of interruption before concluding the brief but pregnant sentences that consigned me to the hangman and to hel,EAP
11808,id22468,then the floor gave way at last and i slid gaspingly down into the nighted chamber below choking with cobwebs and half swooning with teror,HPL
11809,id21724,she was attired in deep mourning and excited in my bosom a feeling of mingled respect interest and admiration,EAP
11810,id16164,the slightest pressure upon a long lever that extended far into the tomb would cause the iron portal to fly back,EAP
11811,id24439,he here paused abruptly bent his head to his bosom and seemed to listen to a sound which i could not hear,EAP
11812,id17310,it was a solid structure with masy dor sooner than open which in the absence of the dominic we would all have willingly perished by the peine forte et dure,EAP
11813,id14783,my courage and perseverance were invigorated by these scoffing words i resolved not to fail in my purpose and calling on heaven to support me i continued with unabated fervour to traverse immense deserts until the ocean appeared at a distance and formed the utmost boundary of the horizon,MWS
11814,id16375,several times he seemed near daylight only to be set back by some unforeseen obstacle,HPL
11815,id19921,in the meantime he continued his talk,EAP
11816,id11594,extremely rapid decrease in the diameter of the earth,EAP
11817,id03681,we saw each other again and again,EAP
11818,id02521,anyhow he manages to turn out results that differ from the pretenders mince pie dreams in just about the same way that the life painters results differ from the concoctions of a correspondence school cartonist,HPL
11819,id26954,i was not long in hesitation,EAP
11820,id17127,the corpse i repeat stired and now more vigorously than before,EAP
11821,id27351,this expedition has been the favourite dream of my early years,MWS
11822,id21856,i am not even certain how i am communicating this mesage,HPL
11823,id05558,the trees were dark in color and mournful in form and atitude wreathing themselves into sad solemn and spectral shapes that conveyed ideas of mortal sorrow and untimely death,EAP
11824,id05732,there were shocking dooms that might be called out of the hills on the sabaths dooms which ought not to exist within the territories of the roman people and to permit orgies of the kind known to prevail at sabbaths would be but little in consonance with the customs of those whose forefathers a postumius being consul had executed so many roman citizens for the practice of the bacchanalia a matter kept ever in memory by the senatus consultum de bachanalibus graven upon bronze and set open to every eye,HPL
11825,id12427,the heat rapidly increased and once again i looked up shuddering as with a fit of the ague,EAP
11826,id08649,he is better dead for he was unfit to bear the active intellect of cosmic entity,HPL
11827,id04920,i told him to of the fears of others in that region and how they were whispered down for generations and how no mythical madness came to the boy who in entered an abandoned house to examine certain traces suspected to be there,HPL
11828,id13665,the vault in which we placed it and which had been so long unopened that our torches half smothered in its oppressive atmosphere gave us little opportunity for investigation was smal damp and entirely without means of admission for light lying at great depth immediately beneath that portion of the building in which was my own sleeping apartment,EAP
11829,id17052,how it had ever come into the possession of a common sailor neither he nor i could imagine,HPL
11830,id11385,why should that lady blush to this demand there is no answer except that having left in the eager haste and terror of a mothers heart the privacy of her own boudoir she has neglected to enthral her tiny feet in their slipers and utterly forgotten to throw over her venetian shoulders that drapery which is their due,EAP
11831,id21706,wel this could not last,MWS
11832,id02381,all the phrases did not fit as we say in the anglo saxon,EAP
11833,id21668,it is formed of a light wicker and is wonderfully strong for so frail looking a machine,EAP
11834,id07384,she had to do this while in deep woe she sighed for lonelines and would gladly have exchanged her crowded rooms for dark forest depths or a drear night enshadowed heath,MWS
11835,id16192,felix trembled violently as he said this,MWS
11836,id21342,i remembered that idris had been kept in ignorance of my procedings,MWS
11837,id04719,it is impossible utterly impossible to form any adequate idea of the horror of my situation,EAP
11838,id07916,if two medallions are put into the drawer together an answer is returned only to the lower one,EAP
11839,id25797,yet we were not all to die,MWS
11840,id27649,it may appear strange but now when we were in the very jaws of the gulf i felt more composed than when we were only approaching it,EAP
11841,id03810,the vast cities of america the fertile plains of hindostan the crowded abodes of the chinese are menaced with utter ruin,MWS
11842,id05299,and so it was with the waking nightmare of tempest mountain the discovery that two monsters had haunted the spot gave me ultimately a mad craving to plunge into the very earth of the accursed region and with bare hands dig out the death that leered from every inch of the poisonous soil,HPL
11843,id19548,be wilson what he might this at least was but the veriest of afectation or of foly,EAP
11844,id19089,the oldest man in the borough can remember not the slightest difference in the appearance of any portion of it and inded the very suggestion of such a possibility is considered an insult,EAP
11845,id01357,at high noon of the night in which she departed beckoning me peremptorily to her side she bade me repeat certain verses composed by herself not many days before,EAP
11846,id24098,in displaying anxiety for the breath of which he was at present so willing to get rid might i not lay myself open to the exactions of his avarice,EAP
11847,id27902,they did not cease however importuning me with questions as to what i intended to do with all this aparatus and expressed much dissatisfaction at the terrible labor i made them undergo,EAP
11848,id12952,for a while he sought friends but soon grew weary of the crudeness of their emotions and the sameness and earthines of their visions,HPL
11849,id27777,but clara was jealous of their services she would be sole handmaid of idris sole minister to the wants of her little cousins nothing gave her so much pleasure as our employing her in this way she went beyond our desires earnest diligent and unwearied abra was ready ere we called her name and though we called another abra came,MWS
11850,id06875,of all these things we know nothing,EAP
11851,id16381,in the bottom of the valley itself for it must be borne in mind that the vegetation hitherto mentioned grew only on the cliffs or hillsides were to be seen three insulated tres,EAP
11852,id26643,he had begun his speech with vehemence he ended with unassuming gentlenes making his appeal with the same humility as if he had asked to be the first in wealth honour and power among englishmen and not as was the truth to be the foremost in the ranks of loathsome toils and inevitable death,MWS
11853,id23820,he declared notwithstanding her harshnes he even called it coldnes that he loved her,MWS
11854,id05427,remember the friends around you who centre all their hopes in you,MWS
11855,id25476,the usual sputtering began turned to a whine and terminated in a drone so soft as to suggest a return to silence,HPL
11856,id04730,i say to my surprise for although he had always yielded his person freely to my experiments he had never before given me any tokens of sympathy with what i did,EAP
11857,id14576,in a book was published at dresden by m i f freyhere in which another endeavor was made to unravel the mystery,EAP
11858,id05081,no arm is without hair,EAP
11859,id22699,i darted towards the spot from which the sound proceded but the devil eluded my grasp,MWS
11860,id21354,zans screaming viol now outdid itself emitting sounds i had never thought a viol could emit,HPL
11861,id17692,but alas the real sleepers were fewer by many milions than those who slumbered not at al and there was a feeble strugling and there was a general sad unrest and from out the depths of the countless pits there came a melancholy rustling from the garments of the buried,EAP
